Study	Author	Year	Tissues / Cells	Technology	Plateform	Topic	Species	Pubmed	Id	City	Laboratory	Dog	Cat	Fish	Name	Locomotion	Legs number	Shape	Distance	Similarity	Correlation	Ontology	Vegetable	Meat	Country	Address	Reseach topic	Directory
AQZQNST	UDLPVNM	NJFXURJ	KCELQJV	RNA-seq	DXWEHIT	UMNPUSO	Monkey	KVVLJCE	LTFDKUY	KTAZFRO	YFZUKHI	ZLPPSEE	FRLLKPR	VJGDAFI	XYDCBYS	TXKCVLE	YTSOGQU	PWDLOTA	JFPGBNN	LGZSYNY	HDZNFFY	ZVIQGNK	HALNDMY	JXWOKIS	GIVWTNQ	TAAEISZ	SHQTXLF	SHQTXLF
CVXTWTH	ZMIVFIW	ZXJRNEP	JWDIDDJ	DGE-seq	JAYZHOX	EHXNENY	Rat	NKTJLKV	AHBOZCU	AHJPYKV	KTFFUJS	UBOTCCI	ZEQKLIZ	ICQISGH	GNTYIAY	FUZLIFU	XZRIJFC	FMJUZGH	MEGQDBN	HWWLVDU	JKDIIXV	COYTVRN	FLMZTWJ	XFEOTEW	SGHZKOZ	NTWTNVD	EVCWORV	EVCWORV
QYBYDHA	IESFSLM	CHYWCHD	FDZZBDT	Epigenomics	GTGXFNC	ZEYPXJK	Rat	XATHLSL	OYCTKJX	MKQHCPO	IXICKZD	RANQAJF	ZDQQYTT	YGFNYEG	ACUXXQN	GYQGZYA	TOCZLOR	YCWOEID	UBZMIIP	EQZRPXN	BLSMCUB	WVIJDWG	RIVQONM	IHUQJRS	TWYZONK	GTUWVLJ	LJAHHLO	LJAHHLO
TQYFYKM	GEXNLXS	ZIFRHGX	DVTAOPZ	Metabolomics	FKMPHGB	RTELQFF	Rat	ITSDAQL	UFAKMGU	ESHSLGP	YCCFTZB	HUJZAJY	IMMFYCQ	WHMFKEF	RQEBFTC	TUHOAUL	XSUVYRQ	OCTOJYY	FHDEJNK	OFYUYXM	ETHCPEY	FUPEBCY	QTUNBVB	VOJRKWQ	KNUKKLT	GNCMBCP	KPEANMI	KPEANMI
QVYEJNQ	QAYOSCQ	ZOAIMWB	DEAAOLX	RNA-seq	AFJCSJP	GFHNZCM	Rat	CNOVGNJ	WILGVVA	FPJCGXO	WGUXTYH	JOLDBNC	NTEOXAD	RVVCFNU	YMDRIXD	IRQDFDC	XBFVWQV	ZRSMONR	GYDXVQA	LERQEHK	TFYIFGD	TUXEXHO	YAVDPHM	CRNZRFF	XKMJKWQ	HHWJWDQ	ZUXUWZP	ZUXUWZP
QILDVFA	NDDQNYF	SJFOIQV	WSPNEEX	DGE-seq	ASIGKMM	VABUPNB	Human	QALTGXU	MOTSJAO	YWCVRFV	XVLRVGP	RJKDNMS	GKTJYFF	FDUYAHF	GFNRXHI	SFQOHIA	DYIMBEW	GVQQPRE	YSTZXTV	VSYZSMD	HRBMLMI	VEUJRXP	WEWYPRV	EZMRZIC	UTKHXAR	HEFTGWY	YHCDHVD	YHCDHVD
DZZVKRU	JQETRBX	NMLMOON	JOBDWAD	Epigenomics	YMIJKEH	LQNKHZB	Human	TKJKHEL	LFDDDAL	WQMUHXE	EITGOJI	RDDRDWE	LDZHUFD	BGAZITS	MQPWFSI	BPRYEEP	WEPKOVF	JCGXOHW	ULUJVWC	MLEVFQE	CUPHYXF	VNERSJU	VOKPJSK	ZKJFGVH	TYNCIBA	DCFLLYC	IMCRBSC	IMCRBSC
UOPJQLJ	DZQGUAD	DEWIMZA	LZOZVUS	Metabolomics	FOTSUBD	MYDNSDQ	Mouse	GUCXRSR	HFNCTMS	MDBWUJU	RAQFHAG	LRDGNAD	RWNHAPI	DWIMDBZ	RPEDFSF	DHXNXXN	ZISGISQ	EJRDUCM	BXRJVKX	RHUYTQQ	APLGVWO	YSZOTGP	LHHRJFK	HISTSMX	VKGEGIB	HQISBHR	VGLUZKL	VGLUZKL
IRMGIVO	AFXPUJT	JVHOYIT	UFWWXMC	RNA-seq	KWFUJJI	YUWEKCK	Monkey	FVDWIYX	NATRYNI	MUWZNYA	RAKXLEV	DEOHIMM	XCYQFTK	XWFNWNZ	PBAWIQN	YPWGVAY	KOOQHOX	PPQBMNK	SPEQAFD	BDWACHJ	LHJGPAK	JTDXNHJ	FYZSXTV	QOXNHAZ	OPYPQMY	WPUIUCU	BIROHJW	BIROHJW
NDCHMGK	IDPZMJE	MOAIJWV	FSBBQFG	RNA-seq	XIYVDHX	SCIQZPO	Rat	YRQPSMS	SLKSZSU	EWDDMVR	KHBISND	DUAJINT	NUUWMEM	VLJEZDY	KXJXPYK	XLVCLYZ	UYWVKQH	YRTFKQL	HYMBXTK	VKTZWVB	IHCEHQN	PZMDNBG	NKPOFGA	VKZZDXU	LHMSSCT	KWOOJWH	FTMJWFI	FTMJWFI
WIKESWP	AJKIOEP	IPGJVXE	JLRIJBW	DGE-seq	UOTCTJO	XWQXUPP	Rat	TEKRQLE	YHRTHVD	KZXFNIG	AWVFZPM	ISGQSUW	NHLQGJQ	NTXKJCL	POZZMSQ	QBBWJLU	QMHZQCO	KGMRAOP	XDACBON	JICAVKK	TINSZWX	GQQTCEI	ASKLFCM	LRXSLVL	BDGXUJT	LVHCLAT	ZIYAIUE	ZIYAIUE
OFCFWSX	IUTLNES	AFRDQKI	NDOWLVF	Epigenomics	XCMWXRY	XBOMGQJ	Rat	FXFDUKW	ARMHZDI	NIGPKXB	PYQPXGO	GNZEPPL	HKCPXUT	DIPGJNA	WFDVSRT	FBGGJUI	IOSKFCD	PZXBERT	NRFZQGG	DRKZMZW	VQOKLOS	FWZZBXE	XYUPMXQ	WDKWETF	GKTNGUT	HYEPMKZ	INICALB	INICALB
HMUEILY	CYPMWNC	ZFORXTL	ENIAVOU	Metabolomics	ONNHHBN	TKNONZZ	Rat	ZVYTQDB	ERZHQZT	AGHUREZ	IXYILGU	PFLTGQP	IFPRWLU	URRJGRC	NGLQBGR	XNJNDXP	HRZGUHF	ASROERO	ZUJWBWP	RQVWHLZ	DJNHIJO	JQSFPEA	OUCQZUZ	BVNQDLL	RCNIQZA	BPEVUME	ZWAOQRR	ZWAOQRR
DYJESKL	FSRMRDR	IKSQOED	EMWZKPU	RNA-seq	UTKXULH	DMDZOGR	Human	CZUGYQJ	AZQBQIZ	ZGRUYXW	HKLIBUL	NBHDINL	LVFWMEU	YGPQDRI	FGYPIAM	BFAJDVE	BEXLMFY	WUPDPRX	OIZIQST	BMUECAE	PACXBZT	NMLWCKF	CRYIFAH	ZTPJEYE	AUXFCHS	RDHGANS	EYIRLSV	EYIRLSV
DQTEJRO	VOQAATJ	GFPXRFZ	WMGMOXF	DGE-seq	KGGTCNK	RPDPEMM	Human	HQCNSRB	FSQSTJL	AHQXPJN	XPZBZHU	KZEMJRA	SOKKHLF	OZGEXEB	WAASVBR	VCAEOEX	COAQZZC	OURVMKB	SEOKWUJ	ENUAGYI	BHNLMMT	GOPRUDJ	GNQODNO	WTCILAW	VPOTYIA	YLHERWC	EEKOGWS	EEKOGWS
RTLBHVD	JEZTXUJ	ZBZJYSA	HHDCZXN	Epigenomics	HKDTTBA	BKNEPMH	Mouse	DBDBWUF	NOFJHTV	LDMAAGB	CYBGMMB	DHLVLZG	GCPVRZE	EJHCCBP	ZULOITD	XBDOHEW	WIJXHTG	UTNPRUI	QNUSYTE	TGINJJN	FQOBAWO	AFWASDA	IAQTLRG	ZKUZKZJ	VAAAQZM	NINTOBC	XNQHHUW	XNQHHUW
SOTVYVF	EGJQDDZ	IYBAJDW	GCJLQTL	Metabolomics	GLESSQJ	ZCOUNHG	Monkey	QIKPTBW	YRJAZDS	JJJIPEK	UQEINAH	GDYGKKK	EANVFEI	JVURABH	FTECGWS	KROYGYT	CACMYBC	TMGSXGX	NPXWGDP	SCBFEUM	AFHKZCU	UWMDPSU	PFGYDFP	UYDOOVV	UQGOAST	WNEGISY	WASMGRK	WASMGRK
QZBPPRF	MHGOLSI	RHEBSRP	FLBHNBW	RNA-seq	GMQYYXJ	DCXIFRO	Rat	VCCCMZC	VYGKVJV	IFUROCR	VTVDCQH	YBDXSEJ	MOBKWSA	LZDJMMV	WGHBGUR	FNGBVJT	VHRCYJG	GEQFCBQ	SXZSGCJ	ECPGYQT	GQPBCWX	GYRXYQA	WQLYSDX	LWLXOYV	VBTVWJT	PMDIGAT	XNJFPEN	XNJFPEN
ZJHTLIR	XRYYQPG	BHOTMJU	SYCKFOH	RNA-seq	LCQLOIM	IAIYWZE	Rat	SEINCEX	VFTSBSE	BFYBLRV	HPUWTDX	RRWJMJV	CJYGMIY	PAGGFVS	MKJUVGB	BOJGLHH	KKWPTAR	QQNEWQF	NSELBTK	ZIWUWLP	MTDRAVP	ZHXTVOR	XBSHJDN	FIEEROD	OVMUKWO	MRIDSQI	DPBDCAV	DPBDCAV
ZOQFZSC	SLHEPSO	LVCMVRJ	RXBRHHY	DGE-seq	RDLWBMC	EZPDDYY	Rat	LSHBOVD	ULRFGZI	OKTJBQE	QWEUOAE	DVZLNUC	UZOUREU	EPSDEME	QXROADH	UGPOGUL	OCUCNSP	QEQNNMK	APOTDHU	HXWHOHC	TRFDQCN	FFTSROB	VQQCVZE	QSTUPLM	SYVUMUX	AHIUWKD	WCDRMHB	WCDRMHB
EYYQMLH	AHCIRQU	QWYBOIF	RGOZBTA	Epigenomics	XUFCYIL	CDWLGGT	Rat	SWIXSNG	GDKLNPW	LELFONQ	ESFGCXI	XDVMISS	BITZGEH	RZBGCCU	YFMVLDP	BLVTREB	NKEXXZZ	AQUMMGX	RYRXMLH	IWZWGVL	TWSALUG	JORPWIQ	ITHVVFS	SCGVYFY	UXNMNLY	TMBSVYY	SNCZAGJ	SNCZAGJ
AXFLBYD	LZKTBIU	YJQFUED	ATDQVII	Metabolomics	TEDOTKB	DKSNHCG	Human	PMPMFFK	KGNZUOU	DVDIAQN	BEFNFQM	XKOMPQL	EQBJHUR	OCGSXLV	DIMQFSO	NEYIAHA	JZUTGWC	QLRSXGM	CGZVSKU	CASEXGT	OISNEQZ	GOGHLEK	FDQVLPA	KBVTEVD	QQZZZXI	MVYKZVI	HQCISFQ	HQCISFQ
FJEVQZI	GNBOFWN	EJMOEHC	OPHUAPD	RNA-seq	CJJVMPD	HEXSLSJ	Human	MFSLMBR	PMMFTUY	TRYYISN	FSJVURK	UPWMUKM	FTVFQIZ	HSYZNBQ	JQAPGBP	JNODUEO	HHURKZI	XEXDYIC	GHTEEYK	OTVKQJD	DBTJIKO	BIUNHWS	RUZCVHT	JQOZYRR	HPCUVCS	QXYIHNF	PJJZZFW	PJJZZFW
XIRMSCJ	ATEFEIB	SGOUGMI	AZFMGQO	DGE-seq	FHCMJQV	RUMHGAH	Mouse	OONOPPR	OVIRIYN	SHCXLFI	THZQCTH	XPJPXKW	HIHNKJZ	ENNGWPQ	WMPVXCZ	HHKLSXV	LNDFKKJ	APGFIHM	AOERPNO	NKMUPHY	QNYMYJY	LGYDPWD	ZKWOQVO	GLJWLRZ	ILYARXA	NIRUUQB	SMGHRDH	SMGHRDH
ZVCGFKK	ZZOONQA	EOJWRXX	THIJJRS	Epigenomics	SNZFXAV	XEYJDWY	Monkey	RLMIMIS	LUUFBRY	GMUJYML	PHHSMKW	WTRKUXJ	HAOWEWH	GEVBUXC	UCANFME	CUWUGMD	VGFCBEP	CRVGWKU	JMTMYAA	PDXBVBW	FZPQMNX	MSVOEVT	AOMNFBB	IHEGQNX	TKMOIOS	RRDPXEP	ZFTMRSA	ZFTMRSA
EVBJVTI	RPPQRZF	OTIOHPB	GWVBTMQ	Metabolomics	QZHWTUK	GEBYUSO	Rat	PZBLVIH	QXYWGBO	JUMZFHC	RCULPVM	ZMXGPSZ	UAOREOO	MZWVIHD	UHONJUV	QTJDGLO	DEUHXQV	WDDWGKL	TYYIPFG	NAGORTV	ZERRPUB	TQONDCL	NYOPNVS	IAJQTNI	TEMYLJW	KTDIZSW	LWQWWJO	LWQWWJO
XERFBOA	THRIIVY	BXKSTXZ	FXPETAB	RNA-seq	QAEZSDQ	HPUNZTF	Rat	AJBUCHL	UFICQBZ	EVSNUDX	ZTHHXPD	TVRBSYA	EVPVFRR	LPJALSI	DCEJVOK	RCVJYGM	ELJPWYP	OUXNASR	WUZRPWO	UFQXJMR	WCTYRMP	MWIHPLR	MEARLPK	OUGAMHE	LNGLYXF	AHKPYYT	BVZYUQH	BVZYUQH
BZFSCJE	AAXCAXI	VYIGSLF	JHYJJFI	RNA-seq	BGBESEY	XTPRBXK	Rat	LIAXZSL	FNVLYKV	PGMLDRY	XGWOMES	CKPBSWN	FKPAIQY	YLWRVWO	BUHDWPT	WGHHUNK	NZGFZYQ	LLPBQTZ	RENXDRR	LKXLLJT	BLGEXYS	WVKLOGM	AROWBIO	NOFXBZM	VYLBVNY	DBSFTMI	DSAXTGB	DSAXTGB
DFWLMZX	OCRWOHE	AYNENSG	OCIEAKK	DGE-seq	MWQZVBZ	CXZSUDL	Rat	GRXBMCY	JKZDQES	DFEPQJM	STYUVJR	CLSTTJT	MYFVOMW	NUQFLKD	ZVFUVQE	FOAMWZY	ELXEBXI	APHXZZG	TVRIJDF	FJNGOLC	WIPGQCZ	JEHONUD	SSXXCFT	MLGGCRO	ZFBORPX	CRTSCSO	PFUWRUQ	PFUWRUQ
URBXTMD	IQVNNLX	AVXAXZI	NNEYDEJ	Epigenomics	CGFONPJ	VZBGXDW	Human	QIOJXCK	QVYWJSO	XDHUKCX	UTDKCPB	ODIUWRM	XICSXFO	JKQSTYF	WTXVEFG	RHSOKZN	XDDSNBR	XBNXLKF	BWFLZJU	JKOPPBQ	OOVISAM	YUKWXID	WQVNQPE	NCDPJVG	HJNGZVT	RSVELDQ	IDKOGNX	IDKOGNX
KFQVMXA	KQTQBAB	HWCMWGQ	DFCDOPK	Metabolomics	RRAELBR	JYCHOPO	Human	MUBGQGG	WQHMTOV	UVURCIJ	NJBDIRU	KASGKJJ	LKRUIWP	DSUHQNF	EJQJANE	UPXTBVP	BNAUKER	EERCREW	WDQTVRE	IHMGLLV	NIGBCIR	UZOLYDN	XWVKMJN	TXWRVGO	SHMNCHS	KCMHDKO	RPGZMFS	RPGZMFS
CGYBGHX	WMRIHUS	WKMYQYG	HNSPOFL	RNA-seq	SOJGNCA	LNIZVBD	Mouse	DDDXOFV	NQVXGYP	JPPQKYU	YKQPOCN	OQBWTWN	UNYESEO	ASWSLNX	JNBQDGG	GFPNFHA	XZDDJZE	ZIXEQYA	NDRVYDE	YWFODXG	EDVYOAE	JPNMERF	GGIHCMT	JIXZGCQ	AVQOXBO	ALNCADM	MADZOHY	MADZOHY
UTRISSB	XCZNUFZ	VYQGTED	STYWHFP	DGE-seq	XZIFGBG	SESDHVY	Monkey	NWIHIYZ	TDGWZOZ	XYKUJSR	VBUKCSY	DNSJZEY	CZOQUJU	JLLFZTP	RFCBKWM	GKFPZJU	FGIVUKR	KFYKEKM	GQEZJBL	PUBPTDQ	ZYRWOPS	OHICHPG	BYXYJKB	SHJUHFE	WCNMQWB	BJCXSZD	IGOVNNH	IGOVNNH
BAZKONX	UBAHHWT	SXDXPYY	AKYBYGP	Epigenomics	LDONFTL	XNROALP	Rat	FEEALZK	VHWBLXP	DPPYOKY	XXXZJKI	KYUFIRU	RFDHYUS	JXYCQTQ	HRVYCJV	TNQJBQC	VZEUJPC	FJYOZKK	JWCUZHZ	REGNJTP	KUYSRCS	UVVSOVN	WHZSZUP	FVFRGEB	ASDAOXH	EQSVBFB	UASJTXW	UASJTXW
GFSTMQG	XYFUZST	HBOUAWX	NNLIFTT	Metabolomics	HBYUWIB	WCVYXQQ	Rat	RTZDLYF	AOLLGJJ	EYEXKGW	QPCMCVF	SSLOTLN	MYGHVQI	HKXKRWE	LNDJIMZ	FHZHCDV	WZKPMQG	EBALLEN	UVXPOKW	YMGEFCF	DIATMNS	GFWRZCM	RLXSKQV	PGVWUYD	AWTVZUB	EZHQCSQ	ALYKEDU	ALYKEDU
XUCEYGM	HOQATYJ	HNORJEQ	RQAUUFD	RNA-seq	LIWNQMC	SDGCMAI	Rat	EPCOMBG	BWPBCZB	FNTACBC	VCLAYFQ	TKGKWYF	EUXGEEQ	PFOREFM	HUVPUPE	HRSQYYF	LJEWMZC	QBQBILD	FYGFMWM	UWZZRND	IHFZPXI	BSYIVET	YFOLAXR	XNTLGXJ	YMRKMPI	SRGZYKY	HTJQDWK	HTJQDWK
EIGJLLW	GNTFDEE	MUOYPIA	CPPTEAL	RNA-seq	OOLQVJD	JVYJZOV	Rat	VBENKQH	BVFDUSA	QQRRIJK	IAJHCZF	QXAXFUI	YZZOPNT	PJJULOO	YMLXGLT	VLJRODI	EUDTQNI	ALBLVPG	AUIJGOH	XDNSIPR	GHWKCEW	FDEAGCY	COTJVRJ	ZNBJRVE	NOCZBMT	VDUGCJW	PQVWBVC	PQVWBVC
GJNHYYI	UAOASRK	YPKUHAF	HYINUDK	DGE-seq	MEMFXZP	KQSSSCG	Human	POTCGDO	TUBVDYV	UEXNBPC	OKIYACJ	FNNUBGP	TKDQAZS	XXPNQWQ	MOQUBYF	GGRLFHK	QPQODMK	IHIWHFG	DTXMQIF	HLYQLVP	MFCAYQO	KAXGXXI	QGUNXKJ	XHPNKEF	JEZPMVF	AAMFWCA	JZHTQAT	JZHTQAT
VAVNPSA	XFWHJNP	FSCBVCE	DVSOPZS	Epigenomics	QOEYTDM	IMXPNBW	Human	MLQWAXL	TPFIEPM	PYJVQHF	DDPTIIZ	WPYRGOU	ETOZEHO	NDSLICL	LOQKESB	CZHTOFR	LUWNIRF	VBOSBIT	HECWGNJ	HXYIUYG	FMVJQVL	DLZDGDC	JOFAJBN	DRNGLAG	ODGXQGG	OJMJJAH	XEYYQIX	XEYYQIX
JOJUVTD	UTONZUE	WXGKSYY	HOKJGKN	Metabolomics	FTSWAFT	VYAYIVH	Mouse	ZRTAWYX	XBVFOSJ	IQBVIRR	QUJMNVL	JGNIRHK	LNKNYKA	GPCRNIM	JBSNRQW	QIZFPYD	CWVFJRI	KHUJKUA	JFLOJQD	EIAAMQA	WFWSETY	RJVNMMQ	ZVDJSXN	JHILFAM	LXMGPJP	ZWXVHSM	YZZABNR	YZZABNR
ICSAZDX	DFYAWXY	GQTZQQC	SLICWDN	RNA-seq	QYUGDRW	DOTIIWM	Monkey	EUXQIDW	DVCMGTO	SWAMEUD	ZISXQOB	MBMPLZI	VDAFYWY	APSESXB	WKMFDAF	BLCLASX	WOCTVZZ	EAWZRQU	ZBRDXYZ	ZPUWFYK	ZKQJSQK	VMYYTHE	BFHOAOI	UNAWYDZ	FXTUYZO	OYHTEEH	OZLGXOJ	OZLGXOJ
VKNYRBS	MKPUOKF	SYISHMS	LZCUSSZ	DGE-seq	NUUSNMY	UBPJPBV	Rat	HPUYLKQ	KZBBDEV	TPLOLGE	ONRQEJC	YOZQFUF	OPEPHJB	MPAHQOD	XLFEPYY	ZCRLEBW	DDJVMFK	XGNKWJA	GBYFEIF	PNJKNYR	LBCYIUB	MVBSFNI	DNTCYUW	CCBYHPD	RBVAUFE	MQFRMMN	ZFEAFEC	ZFEAFEC
NFMWVEK	XJZBPUZ	RQOIKGP	FUOWKPG	Epigenomics	BSARPJU	YKQYHYH	Rat	KMLZPFM	GZQCSHX	DHJSDME	LFBKFWP	GBBKAIM	SOVINMD	QDOKOVX	QWUCLKT	JZGCNUR	HPDPRXF	JTOLHOU	QVWQBNS	TWQENYU	YUMVVUY	EAQMQZS	CTMJQWA	POKPZMY	UHHDYNJ	HRUQYMM	ATRKFJJ	ATRKFJJ
AJAGYOJ	BAASRIK	GDPGIZQ	BAJIWII	Metabolomics	UFIMOYD	JFYUGTP	Rat	GNCMQUF	AIBXEYF	IIUNVLG	UPNXJKL	WJCTOUO	UWAIXZL	VCHBJRM	POOHJOP	YXBAUUY	LTBVKQI	XOVCRGZ	PRDOCQA	ZVREHBM	TRSJSYK	EZHFGSG	GEEMEZG	PBHVHBU	WMHBQNT	OZSDIRA	MNDNXFQ	MNDNXFQ
FZVKIZD	WYJITWX	MIRLXVM	OKXXHJU	RNA-seq	CJQCUYL	AUCDTGY	Rat	TSURIZE	WQYBHLY	VSPTHMP	KPHLAUT	ZPBJCQX	AJTWVQH	VEZSADC	KCAIDGZ	BTFCYYO	XYRMHYZ	BJKREGQ	XELUEOW	RAZGDJY	LNHQNJJ	OKUFVWF	JWUNQFV	ROBHCXB	ZMZVDFA	SDJTGQC	POLJUHD	POLJUHD
YAIPGCF	IPJPPGP	MSUUDXF	YZSNJLW	RNA-seq	PEAYAOD	ZDJUIYN	Human	BBXCHQF	ZGYFFSE	DIYJPCY	VRXECLB	ONLHLWX	GCVXHIL	JXMZBIU	WSZCHHV	OOUPHWI	JQDHXMR	ZWZLKEB	SFHBIOW	IODFXXR	YZOCFMX	ZYHYVYU	HTXEOGB	LNVXNEE	FNABSKV	JJBNHXY	IIHIGER	IIHIGER
MBOOMPR	KNWKBNI	UPAXHVT	DAVMKCG	DGE-seq	CVCPPJW	VYEGTUQ	Human	XJLSYOL	SIKVVSJ	DUHZSSC	QVAAHML	YOBUVYY	CQDBXQV	TZRVTAZ	PTNQGMK	TXAYVTH	EHKRXCN	VNHHYEE	DVMKKQZ	QJHVTRB	HQWKCZH	UZWUJPF	BBZDCGX	RSQGWQU	OSXLQWV	OVURVUQ	YODMVSC	YODMVSC
VMCYIWI	SLWHXJN	VTCWKPK	QUAZTFS	Epigenomics	FYICGRI	UHHSEGW	Mouse	BOMSPPG	QGMTBBA	MSFLLHN	ZGZQATP	SCUVGXP	HLWLVMT	NXABUDG	QTSJJYY	LXXMCTU	EWSLHAZ	YZGWBKP	EXSLPFE	HWNVEMP	OQHQZTZ	AGAGGZN	GTJZSKT	KNLHDIF	PENFYAP	TEFMDIV	NXPPBVT	NXPPBVT
NDRONOK	YQXKIOF	KLCSBDT	CNVEAPX	Metabolomics	MMWBWCF	APSKQCD	Monkey	XBFJBOU	TIOUUEE	YMHKKNJ	LAYRNNO	BAKGVUC	GXKZJUT	FPNUTQP	FLMGAUF	DYXVKNG	RVOAJTJ	XYFGMFB	FIYCBQC	BJZMAOJ	BVHQPOA	LHCLRFS	APCCFFD	OEFSIKG	DOVAYDO	CSHKRGC	YSAGICR	YSAGICR
KMEKJGE	RUJITOJ	FKGCKEF	XUILLFE	RNA-seq	JWCAIJS	TBXBHXA	Rat	IKTKDRG	QPNNLJT	NNOJNVE	XPNJDUW	VIPNCYX	ZVISRCC	UFOKDEQ	ELABGVU	SGBOTAL	KJUYERZ	JQVUNGE	BNRHACO	WINIMWE	LTPIBOB	IRMSTVR	KMXNJMU	XNOQUQI	JUYAIPP	EOOHOYL	HXKQXQT	HXKQXQT
VMIIETC	XIVQIER	BRYKDXN	GNZKVBL	DGE-seq	STOZQQO	FGODNYD	Rat	TMGQJPE	WTCWZMG	XWYPMCF	DYESCXI	MQAAVWF	BEROYJH	WBPGIAI	SIOFNDT	CDOXCEM	AKHJLUD	YWSHAQF	BMHDIKA	ACHXBCK	MAWILHE	DOWVOCD	JCDOAEY	ALGTIJN	QBFEPGJ	PSAUADU	VHJJUZZ	VHJJUZZ
GQGLCRC	KFPKCKS	SGCELML	EHPSJUO	Epigenomics	SLCLCXL	LHGDUNW	Rat	JLAWVZI	GPRTRST	OPKAFMN	AZDFSSN	MFBEGHL	FUNLRWJ	PYTDONK	TAPFNKI	KAGPGNN	ZDDXCNN	LSMNATJ	NBTLRDU	UGYTEXQ	HFBRPWZ	QCTDBTP	NZACLHT	RMTYMCW	VBWYRIG	OHORCMG	LETJNAP	LETJNAP
MHANXQN	PMJZXFF	TREXLXB	BTNAQHQ	Metabolomics	EEXOICO	YQYWKTV	Rat	ZMVODVN	FVEOTHT	YUZEWZZ	MREYVOF	PZJFQNI	YTNVIKN	KEIFDMB	OQJBBCS	WABEPVT	LDQJZJA	GKTGPDP	ZCNNXXH	SHSSAGF	GMTJFXG	SDOXKZI	NGMNZJV	AOKBKFC	KOTBCJK	VNETJCO	RLABNGR	RLABNGR
SKIMQAV	SRGUSQG	ANCSTAR	HRAMOHX	RNA-seq	YORNWGA	LTZEVND	Human	ADBOYOD	BLCSSIY	IVETLUB	SYPWALP	DUHAJIS	OIMPZJP	CGOJUJO	UJCOFXU	HAWTPEF	APNHIDX	BIFOUSZ	MAZZCSN	RCKAAEX	SLTMMZT	ETDVANQ	IWLWTWL	YFKHVUZ	TWZPLGT	IRLVZZR	OVFSKCO	OVFSKCO
KSBCFBT	BXRQTWS	OIDOFJZ	TJPSIJB	RNA-seq	GYYCCLZ	NUUTMYS	Human	FOZPOBS	UCHPHQV	UJVDSPJ	YJCLSOC	DTQCVLW	EFGVYIO	ZJGVOGA	PKZYCRT	AFPJVNB	KYPPVSR	LXXFJEF	TUZCZOH	ARCVKVD	AWRVYOE	XMIKDVZ	JYEBRLU	SJPFZTH	OMULRYI	WLDKJVK	WAPHPBK	WAPHPBK
WNOAAPZ	SFBAKJO	ILCQNTO	GXRIOHE	DGE-seq	JGDHEKH	MFYOLGZ	Mouse	XTRLSFO	BWUGCOU	PWXTIRC	RHPLFEF	TIVUMWJ	KUBCQLU	PTTOWVZ	XHQNQBR	TCEYLJQ	HBUYIFH	OXCUIEN	LJQNRVG	JCGAVHG	OJKDCDX	JWYFDLN	KMNKFVA	EQUGFDT	LJDOQOT	NVMNHBC	PEUWARS	PEUWARS
JUZMFET	YJHEDBT	OQEMDVD	HBINKDL	Epigenomics	JWENPDO	QJKMNET	Monkey	WYSCFYL	KPEKZAI	RFXXORH	OELEGJW	GIXYOLE	XAVNBXB	XQKEYSW	PEDPSNH	JICWRYB	OIBPKLB	XCFTGHD	ZBXGFAN	SQDRBXW	ORGPZZY	VMRXTKX	JJWEWOY	GFFOQYX	IMKVEBN	XFOHUZU	VVAETKR	VVAETKR
UKAZKDJ	YMDJGVH	GAXMSCL	GWURPYL	Metabolomics	KFKARLA	CDIFAVS	Rat	LNTJQVV	PSXYDPI	MGYGIBL	TBMEKDJ	AAQDOFP	MWDNWUR	GZVYBUG	RQGCLKW	VTYPEOD	QTCPNXF	SKQQWEP	EHLFAAE	VVLXRQC	HQGVZBB	WOHHPYJ	MDJDLWQ	CFEARYS	SIBAOBL	XGFWIVA	ZJEMIDA	ZJEMIDA
XNJKRIJ	CNPAMBB	ONNUNYN	PTUTEQD	RNA-seq	PEEWUZQ	YLGHDMC	Rat	KKYHQXJ	QVPTWTZ	CNCINGM	KTQUEHM	TQARVRV	OCWDIDL	USFIGVP	AXCVPJA	LGHUVDF	ABOQEOX	AUCFQEA	NZVBRZJ	FBFLIWV	TYBNEYH	ZYUGJYL	RFFDCKH	IYMMHQH	UVWQDTV	PDJOYVF	WPJHOGI	WPJHOGI
CSMIDSM	KYQUVJS	CSQGUTE	SKTEKSM	DGE-seq	FPSAJHH	FQRTNVK	Rat	APWSSTD	QLWNZXF	TUAWSHL	AQIJYBR	ZOPZOKN	IKFSQHX	PPRPWIP	GJEXITX	DXRWPDI	JTGWUJW	VGDIMVG	EAOZTCI	RUPEWPN	QRCYVLW	UTFURNA	NVXXNAB	HZZIQFF	VFOSGEM	ECAOCQP	NOTIOHU	NOTIOHU
MGEGRLO	QEUCUOB	KEWBEYZ	MGMTZDW	Epigenomics	YDICRWS	GCVHTFQ	Rat	ORILEDK	OBFIWNK	PIJBNHW	CIEKYWT	MIZJKPS	SCKQCYN	IUOZBMK	RSSQBNG	POTFJVC	PXDBQWR	RPGFZET	OBQBOEJ	NHMFXLL	YKDAPLF	WZNVBUW	CSHBAPD	UPRSGMF	XOYDLSM	CBTVLLH	SSGDGHF	SSGDGHF
